Word/Phrase	Polarity Score(Normalized)	Polarity Score
بشكل مستمر	0	1
بشكل واضح	0	1
شهرة	0.45	2
شوق	0.28	2
صدق	0.447115385	2
بصمات	0.333333333	2
بصورة إيجابية	0	1
بصورة مثيرة	0	1
بطريقة صحيحة	0	1
بطريقة لا يشوبها خطأ	0	1
بطريقة مفعمة بالنشوة	0	1
بطلة	0.52	2
بطولي	0.5	2
ظرافة	1	3
عذوة	0	1
عقلانية	0	1
علاج	0.171428571	1
عناية	0.287878788	2
عنايه	0.115384615	1
بفارغ الصبر	0	1
فرح	0.387755102	2
فكر راقي	0	1
قدرات	0.34375	2
قمة	0.231818182	1
قوة	0.310810811	2
قيم	0.446280992	2
كاس	0.537190083	2
كرامة	0.5625	2
كفاءة	0.314285714	2
بكل تواضع	0	1
بكل دقة	0	1
بكل سرور	0	1
بكل صراحة	0	1
بلا جدال	0	1
بلا ضجة	0	1
بلا عيب	0	1
بلا قيود	0	1
بلا منازع	0	1
لطف	0.34	2
بلور	0.888888889	3
بما فيه الكفاية	0	1
متعة	0.083333333	1
مرح	0.25984252	2
مرونة	1	3
معرفة	0.528571429	2
معنويات	1	3
ممارسة	0.538461538	2
مهنية	0.823529412	3
ميزة	0.081411126	1
نجاح	0.391111111	2
نضج	0.083333333	1
نفوذ	0.428571429	2
هبة	0.469387755	2
بهج جدا	0	1
بهجه	1	3
واسع	0.148635936	1
بورك	0.4	2
بوركتم	0	1
وضوح	0.396551724	2
وفرة	0.075697211	1
ولع	0.259259259	2
تالقت	0	1
تالقه	1	3
تاهله	0.5	2
تاييدهم	0	1
تأثير	0.5	2
تأكيد	0.185185185	1
تأليه	0	1
تبارك الخالق	0	1
تبارك الخلاق	0	1
تبارك الرحمن	0	1
تبارك الله	0	1
تبدع	0	1
تبسيط	0.625	2
تبهر	0.25	2
تتاح	0.3125	2
تتاكد	0.555555556	2
تتجاوز	0.272727273	2
تتسم	0.4	2
تتطلع	0	1
تتغاضى	0	1
تتفق	0	1
تتفنن	0	1
تتفوق	1	3
تتقدم	0.4375	2
تتلالا	0	1
تتم	0.262910798	2
تتمتع	0.185185185	1
تتميز	0.047169811	1
تثق	0.125	1
تجتهد	0	1
تجدد	0.214285714	1
تجدد شبابها	0	1
تجديد	0.337209302	2
تحب	0.288732394	2
تحبك	0.5	2
تحترم	0.578947368	2
تحتفل	0	1
تحتفي	0	1
تحدي	0.706586826	2
تحديثها	0	1
تحرسك	0	1
تحرصك	0	1
تحريرها	1	3
تحسم	1	3
تحسن كبير	0	1
تحسن ملموس	0	1
تحسن واضح	0	1
تحسينات	0.2	1
تحصين	0	1
تحفة	0.171428571	1
تحفظك	0	1
تحفيز	1	3
تحقق الحلم	0	1
تحقيق الاستقرار	0	1
تحقيق فوز	0	1
تحمي	0.5	2
تحميك	1	3
تحميني	0	1
تحي	0.163934426	1
تحيا	0.121387283	1
تحيك	0	1
تحيني	0	1
تحيه	0.083333333	1
تحيه طيبه	0	1
تحيي	1	3
تخدم	0.525547445	2
تخلد	0	1
تدار إدارة جيدة	0	1
تدارك	0	1
تدعم	0.2	1
تدعمك	0	1
تدعمني	0	1
تذكاري	1	3
تربح	0.666666667	2
ترتاح	0.111111111	1
ترتقي	0.666666667	2
ترحب	0	1
ترحمك	0	1
ترحمه	0	1
ترشد	0.5	2
ترقية	0.166666667	1
ترويج	0.615384615	2
تريحك	0	1
تريحني	0	1
تزدهر	0	1
تستجم	0	1
تستحق	0.183673469	1
تستحوذ	1	3
تستحي	0.5	2
تستعد	0	1
تستغفر	0	1
تستفيد	0.294117647	2
تستقر	0.25	2
تستكمل	0	1
تستلهم	0	1
تستمتع	0.034482759	1
تسديدة قوية	0	1
تسعد	1	3
تسعدك	0	1
تسعدنا	0	1
تسعدني	0	1
تسهم	0.333333333	2
تشتبه بان	0	1
تشرح القلب	0	1
تشرفت	1	3
تشغيل جيدا	0	1
تشفيك	0	1
تشكر	0.375	2
تشكرك	0	1
تشكيلة	0.160305344	1
تصبحوا علي خير	0	1
تصبحوا علي سعاده	0	1
تصح	0.416666667	2
تصرف بطريقة صحيحة	0	1
تصفيق	0.666666667	2
تصفيه الاذهان	0	1
تصفيه القلب	0	1
تصفيه النفوس	0	1
تصلح	0.701754386	2
تصويري	0.25	2
تضامنه	0	1
تضامنها	0	1
تضامنهم	0	1
تضحك	0.47826087	2
تضحيات	1	3
تطلعات	0	1
تطمح	0	1
تطمئن	1	3
تطورا	0.25	2
تطوير	0.467741935	2
تعاطف	0.418604651	2
تعاطفا	0.5	2
تعافيا	0	1
تعانق	0	1
تعاوني	0.5	2
تعاونية	0.333333333	2
تعتذر	0.75	3
تعجبني	0.242718447	1
تعفو	0	1
تعوض	0.5	2
تعويضات	0.2	1
تعيش	0.301075269	2
تغذية	1	3
تغلبت	1	3
تفاعلية	1	3
تفاني	1	3
تفاؤل	0	1
تفتخر	1	3
تفديك	0	1
تفرح	0.2	1
تفرحنا	1	3
تفضيل	1	3
تفضيله	0	1
تفلح	0.333333333	2
تفهمك	0.25	2
تفوز	0.75	3
تفوقت	1	3
تقدر	0.294416244	2
تقدرك	1	3
تقدمية	0	1
تقديرا	1	3
تقديم الدعم	0	1
تقديم المساعدة	0	1
تكرمك	0	1
تكرمني	0	1
تكرمه	0	1
تكريما	0	1
تكريمية	1	3
تلتزم	1	3
تماسكا	0.375	2
تماما	0.393617021	2
تمتاز	0.045454545	1
تمتع	0.107744108	1
تمكنت	0.071428571	1
تمويل	0.394736842	2
تميزا	0.294117647	2
تميزت	1	3
تنازلات	0.5	2
تنافسي	0.333333333	2
تنافسية	0.5	2
تنتصر	0.25	2
تنجح	0.642857143	2
تنشيط	0.5	2
تنصر	0	1
تنصرك	0	1
تنصرني	0	1
تنصره	0	1
تنصرهم	0	1
تنصف	1	3
تنعشني	0	1
تنعمني	0	1
تنفق	0.285714286	2
تنقذني	0	1
تنهض	0.75	3
تنوعا	0.5	2
تهاني	0	1
تهدي	0.666666667	2
تهديك	0	1
تهدئة	1	3
تهدئة الاوضاع	0	1
تهنيني	0	1
تهنئ	1	3
تهنئة	1	3
تهنئني	0	1
تواضعا	0.666666667	2
توجيهات	1	3
توجيهها	1	3
توصيات	0	1
توصية	0	1
توظيف	0.535714286	2
توفقك	0	1
تؤتمن	0	1
تؤكد	0	1
تؤنسني	0	1
تؤيد	0	1
تؤيدني	0	1
ثباتا	1	3
ثباتهم	0	1
ثروات	1	3
ثروته	0	1
ثقافات	0.333333333	2
ثقافي	0.28	2
ثقتهم	0	1
ثقه	0.3125	2
ثقه بالنفس	0	1
ثوري	0.636363636	2
جاذبية	0.2	1
جاذبيه	0	1
جاهزون	1	3
جائز	0.166666667	1
جائزة	0.125	1
جائزتي	0	1
جائزتين	0	1
جائزه	0	1
جدا	0.270418132	2
جدعه	0	1
جدي	0.401015228	2
جدية	0.324324324	2
جديدة	0.339622642	2
جدير بالتقدير	0	1
جدير بالثقة	0	1
جدير بالثناء	0	1
جدير بالملاحظة	0	1
جديرة بالاهتمام	0	1
جذابة	0.282051282	2
جذبا	0.666666667	2
جذلا	0	1
جرأ	0	1
جرأه	0	1
جريئه	0	1
جزاك الله خيرا	0	1
جزل العطايا	0	1
جمالك	0	1
جمالها	0.4	2
جمالي	0.545454545	2
جماليات	0.571428571	2
جماهيري	0.375	2
جميلا	0.153846154	1
جمييل	1	3
جنات	0.104575163	1
جناته	0.5	2
جنونا	0.5	2
جنوني	0	1
جهوزية	0	1
جوائز	1	3
جيد الصنع	0	1
جيد للغاية	0	1
جيدا	0.414965986	2
جيدة	0.187311178	1
حازت	1	3
حازمة	1	3
حاسة	0.8	3
حافظت	0.142857143	1
حالم	0.285714286	2
حالية	0.55	2
حبايب	0.4	2
حبتها	0.428571429	2
حبتهم	0	1
حبتيك	0	1
حبه	0.443946188	2
حبياب قلبي	0	1
حبيب قلبي	0	1
حبيبة	0.421052632	2
حبيبتي	0	1
حبيبك	1	3
حبيبه قلبي	0	1
حبيبي	0.545454545	2
حبيتك	0	1
حثت	0.090909091	1
حج مبرور	0	1
حجر الأساس	0	1
حجر الزاوية	0	1
حدسي	0	1
حديثه	0.2	1
حر طليق	0	1
حرا	0.7	2
حررت	0.666666667	2
حرصت	0.6	2
حرصه	0.5	2
حريه	0.084745763	1
حزمة الاصلاحات	0	1
حساس	0.158878505	1
حساسا	0.4	2
حسن الاطلاع	0	1
حسن السمعة	0	1
حسن السمعه	0	1
حسن العلاقات	0	1
حسن تصرف	0	1
حسن نيه	0	1
حسنة النية	0	1
حشمتها	0	1
حشمه	0	1
حظا	0.4	2
حفظه الله	0	1
حقاني	0	1
حقق الفوز	0	1
حقن	0.466666667	2
حقوق	0.666666667	2
حقوقيه	0	1
حلما	1	3
حلوى	0.2	1
حليفا	0	1
حماسه	0.5	2
حمايه	0.142857143	1
حميد	0.148148148	1
حميدة	0.08	1
حميمة	0	1
حياد	0.666666667	2
حيادي	1	3
حياديه	0	1
حيويا	0	1
حيويه	0	1
خاشعه	0	1
خال من الأنانية	0	1
خالية من الألم	0	1
خالية من المتاعب	0	1
خالية من المخاطر	0	1
خالية من المشاكل	0	1
خبرات	0.25	2
خدعني	0	1
خففت	1	3
خفيفه	0.090909091	1
خلق بيئة خصبة	0	1
خلق عالي	0	1
خلق نبيل	0	1
خيري	0.181818182	1
داعمة	0	1
دافئ	0.5	2
دام عزك	0	1
دائم	0.177664975	1
دائمة	0.428571429	2
دبلوماسي	0.111111111	1
دعابه	1	3
دعاة	0.833333333	3
دعمها	0.333333333	2
دغدغ	1	3
دغدغة	0	1
دماثه	0	1
دموع الفرح	0	1
دوافع	0.583333333	2
دور فعال	0	1
دورا كبيرا	0	1
دون ألم	0	1
دون خوف	0	1
دون شروط	0	1
دينامية	0	1
ديناميكي	1	3
ذكريات جميله	0	1
ذهبي	0.264705882	2
ذو معنى	0	1
ذوق	0.197231834	1
راائع	1	3
رابط الجأش	0	1
راحه	0.252008032	2
راحه البال	0	1
راسخة	0.5	2
راضون	0	1
راضي عن	0	1
راضي عنك	0	1
راضية	0.5	2
راضين	1	3
راقة	0.35483871	2
راقص	0.533333333	2
رائد	1	3
رائع	0.037344398	1
رائعا	1	3
رائعة	0.035242291	1
رائعه	0.038314176	1
رب العرش العظيم	0	1
ربنا يبارك	0	1
ربنا يحمي	0	1
ربنا يحميك	0	1
ربنا يكثر من	0	1
ربنا يكثرمن امثالك	0	1
رجع في قراره	0	1
رحمه	0.055555556	1
رخيصة	0.1875	1
رسمي	0.370967742	2
رشاقه	1	3
رضا	0.428571429	2
رضاء	0.090909091	1
رعايه	1	3
رغبة منها	0	1
رفرفة	0	1
رفع معنوياته	0	1
رقصك	0	1
رقصن	0	1
رقم قياسي	0	1
رقه	0.509803922	2
رقيقه	0.4	2
روائع	0	1
روح الدعابة	0	1
روح رياضيه	0	1
روحي	0.307692308	2
رومانتيكيه	0	1
رومانسي	0.172043011	1
رومانسية	0.178217822	1
رياضي	0.128571429	1
زاخر بالأحداث	0	1
زلازل	0	1
زمالة	1	3
زهر	0.882352941	3
زهيدة	1	3
ساحرة	1	3
سارة	0.733333333	2
ساعده	0.409090909	2
سالم غانم	0	1
سامية	1	3
ساندت	0.666666667	2
ساندتم	0	1
ستنتصر	0.5	2
سحري	0.25	2
سرعة وتيرة	0	1
سرعتها	0.2	1
سرعه بديهه	0	1
سريعا	0.717948718	2
سريعة النمو	0	1
سعاده	1	3
سعة الحيلة	0	1
سعة الرزق	0	1
سعداء	0.428571429	2
سعدت	0.111111111	1
سعي مشكور	0	1
سعيدة	0.379310345	2
سكينة الروح	0	1
سكينه	0.5	2
سلام نفسي	0	1
سلمي	0.909090909	3
سلميا	0	1
سلمية	0.714285714	2
سماحه	1	3
سماوي	0	1
سمة مميزة	0	1
سمع بوضوح	0	1
سمعتها	0.428571429	2
سميع	0	1
سميع الدعاء	0	1
سنحت	0.166666667	1
سننتصر	0	1
سهل الاستعمال	0	1
سهل المنال	0	1
سهل جدا	0	1
سهلة الاستخدام	0	1
سويا	0.333333333	2
سيادتها	0	1
سيتطور	0	1
سيتقدم	0	1
سيتمكن	0	1
سيحد	0.333333333	2
سيحدث فرقا	0	1
سيخفف	0	1
سيدافع	0	1
سيساعد	0	1
سيساهم	0	1
شاطح	0	1
شاعري	1	3
شبل من ذاك الأسد	0	1
شجاعه	0.5	2
شجعان	0.666666667	2
شخصيته جميله	0	1
شخصيه محترمه	0	1
شد العزم	0	1
شد انتباهي	0	1
شديد التدقيق	0	1
شرعي	0.678571429	2
شرفت	1	3
شعبي	0.333333333	2
شعبيه	0.230769231	1
شفاف	0.583333333	2
شفاك الله	0	1
شفاك الله وعفاك	0	1
شكرا	0.136456212	1
شكره	1	3
شمولا	0	1
شهامه	0	1
شهرة	0.45	2
صاحب رساله	0	1
صادقة	0.214285714	1
صادقت	0	1
صارمة	0.333333333	2
صافي ضمير	0	1
صالحة	0.5625	2
صالحة للاستخدام	0	1
صالحة للاستعمال	0	1
صالحه	0.363636364	2
صائب	0	1
صباح الامل	0	1
صباح الجمال	0	1
صباح الحب	0	1
صباح السعاده	0	1
صباح المحبه	0	1
صباح الهناء	0	1
صباح الورد	0	1
صباحكم  محبه	0	1
صباحكم امل	0	1
صباحكم حب	0	1
صباحكم سعاده	0	1
صباحكم سكر	0	1
صباحكم عسل	0	1
صباحكم ورد	0	1
صبرتم	0	1
صبوره	0	1
صحبه	0.5	2
صحته	0.461538462	2
صحتها	0.166666667	1
صحه وعافيه	0	1
صحيحه	0.666666667	2
صحيه	0.266666667	2
صدقه	0.466666667	2
صدقي	0.857142857	3
صدقية	0	1
صراحه	0.272222222	2
صفحه جديده	0	1
صفقة	0.5	2
صلاح	0.659259259	2
صمود	0.333333333	2
صمودهم	0	1
صورة واضحة	0	1
صوفي	0	1
ضحكه	0.25	2
ضخمة	0.363636364	2
ضروريا	0.333333333	2
ضرورية	0.555555556	2
ضمانات	0.5	2
ضمير حي	0	1
طمانة	0	1
طموحات	0	1
طمئن	1	3
طهاره	0	1
طهرت	0	1
طهرتم	0	1
طهور	0	1
طوعي	0	1
طويلة الأمد	0	1
طيبا	0.333333333	2
طيبه	0.194444444	1
عاجبك	0	1
عادلة	0.454545455	2
عاشت	0.210526316	1
عاطفي	0.630769231	2
عاطفية	0.692307692	2
عافيته	0	1
عافيه	0.046511628	1
عالمي	0.137254902	1
عالي الجودة	0	1
عالية الجودة	0	1
عام سعيد	0	1
عبقرية	0.185185185	1
عبقريه	0	1
عجائب	0	1
عداله	0	1
عدلا	0	1
عدلت	0.777777778	3
عروس	0.470588235	2
عزه	1	3
عزوه	0	1
عزيمة وإصرار	0	1
عزيمه	1	3
عشقي	0	1
عصريا	0	1
عظمه	0.363636364	2
عظيمة	0.19047619	1
عفه	0.6	2
عفوا	0.785714286	3
عفوي	1	3
عقلاء	0	1
عقلاني	0	1
على التكيف	0	1
على نحو جميل	0	1
على نحو سليم	0	1
على نحو فعال	0	1
على نحو موثوق	0	1
على وجه التحديد	0	1
على وجه السرعة	0	1
علي ما يرام	0	1
عمقا	0.25	2
عمقها	0.666666667	2
عمل خيري	0	1
عمل على نحو مثالي	0	1
عمل فني	0	1
عملت	0.590163934	2
عملي	0.286738351	2
عمليا	0.555555556	2
عن جداره	0	1
عن طيب خاطر	0	1
عناق	1	3
عيد	0.450160772	2
عيد سعيد	0	1
عيد مبارك	0	1
عيد ميلاد مجيد	0	1
عين العقل	0	1
غني بالألوان	0	1
غير العنف	0	1
غير العنيفة	0	1
غير أناني	0	1
غير حقيقي	0	1
غير حياتي	0	1
غير ضار	0	1
غير متأثر	0	1
غير متحيز	0	1
غير محدود	0	1
غير مرتبط	0	1
غير مضر	0	1
غير معادي	0	1
غير معقدة	0	1
غير مقيد	0	1
غير مكلف	0	1
غير مؤلم	0	1
فاتنه	0	1
فاز بجائزة	0	1
فاز منتخب	0	1
فاعل خير	0	1
فاعلة	1	3
فاعليه	0	1
فاقه دهاء وحيلة	0	1
فائدة	0.611111111	2
فائزا	0	1
فتح الله عليك	0	1
فتعجب	0	1
فخامه	0.166666667	1
فخورون	0	1
فداء	0.333333333	2
فرحت	0.555555556	2
فرحتم	0	1
فرحتي	0	1
فرحه	0.2	1
فرصه سعيده	0	1
فضله	0.060606061	1
فطنه	0	1
فعالة من حيث التكلفة	0	1
فعلي	0.661290323	2
فكاهي	0	1
فنان	0.459770115	2
فنه	0.333333333	2
فوائد	1	3
فوائد صحية	0	1
فوزه	0.5	2
فوزها	0.5	2
فوق الخيال	0	1
فوق الشبهات	0	1
في الدرجة الأولى	0	1
في الصميم	0	1
في حفظ الله	0	1
في حينه	0	1
في قلبي	0	1
في وضع جيد يؤهلها	0	1
فيلم كوميدي	0	1
قابل للتحقيق	0	1
قابل للتعديل	0	1
قابل للتكيف	0	1
قابل للسحب	0	1
قابل للطفو	0	1
قابلة	0.342857143	2
قادر على	0	1
قانونية	0.777777778	3
قداس	0	1
قدرات	0.34375	2
قدوة	1	3
قدوتي	0	1
قدوس	0	1
قدوه	0	1
قرير العين	0	1
قلب الأسد	0	1
قمم	0.111111111	1
قمه الجوده	0	1
قوه	0.285714286	2
قياسية	1	3
قيمة	0.512195122	2
قيمه	0.333333333	2
كاريزما	1	3
كافأ	0	1
كافضل	0.25	2
كالفن	0	1
كان عظيم	0	1
كان محترم	0	1
كأس	0.333333333	2
كتير	0.36174986	2
كراما	1	3
كرامه	0.666666667	2
كرمت	0	1
كريما	0.25	2
كفاءة في استخدام الطاقة	0	1
كفاءه	0.222222222	1
كفائه	1	3
كل عام	0	1
كل عام وانت بخير	0	1
كل عام وانتم بخير	0	1
كلفة معقولة	0	1
كلمه من ذهب	0	1
كلنا مع	0	1
كلنا معك	0	1
كم انت انسان	0	1
كم هو انسان	0	1
كما ينبغي	0	1
كهرب	0.522727273	2
كوميدية	0.526315789	2
كياسه	0	1
لا بديل له	0	1
لا تشوبه شائبة	0	1
لا تقاوم	0	1
لا تقبل الجدل	0	1
لا تقبل المنافسة	0	1
لا تقهر	0	1
لا تنتهك حرمته	0	1
لا عيب فيه	0	1
لا لبس فيه	0	1
لا مثيل له	0	1
لا نظير له	0	1
لا يرقى إليه الشك	0	1
لا يصدق	0	1
لا يضاهي	0	1
لا يعرف الخوف	0	1
لا يعرف المستحيل	0	1
لا يفوتكم	0	1
لا يقاوم	0	1
لا يقدر بثمن	0	1
لا يقهر	0	1
لا ينسى	0	1
لا يوصف	0	1
اثارة	0.337078652	2
احراز	0	1
اصلاح	0.676470588	2
لافت للنظر	0	1
لافتة للنظر	0	1
لافض فوك	0	1
لامعة	0.4	2
انجاز	0.5	2
لانظير	0	1
لايفوتكم	1	3
لايقاوم	1	3
لائق	0.8	3
لائقا	0	1
بطوة	0	1
تحرير	0.409090909	2
تحقيق	0.540816327	2
ترسيخ	0	1
تشجيع	0.5	2
تمكين	0.25	2
تنويع	0.384615385	2
تهدئة	1	3
توفير	0.347826087	2
توفير التكايف	0	1
جائزة	0.125	1
جذب	0.193181818	1
حرية	0.2	1
حسم	0.692307692	2
حسن الحظ	0	1
حماية	0.419354839	2
لديه ضمير	0	1
لذه	0.304347826	2
لذيذه	0.049180328	1
رفع	0.532258065	2
سيادة	0.425	2
لطيفة	0.545454545	2
لعوب	0	1
لقب بطل	0	1
لقب بطولة	0	1
قيم	0.446280992	2
تضامن	0.666666667	2
تفكير	0.276923077	2
توسع	0.323529412	2
جائزة	0.125	1
سلام	0.238952537	1
عرض	0.383808096	2
مساعي	0	1
مصالح	0.52173913	2
منصب	0.583333333	2
موافقة	0.4	2
مساعدة	0.320754717	2
لمسة	0.533333333	2
لمسه	0.333333333	2
منح	0.510869565	2
نصح	0.211467324	1
لياقه	1	3
ليس لها مثيل	0	1
ليه هيبه	0	1
مفرح	0.333333333	2
ما اجملك	0	1
ما اجمله	0	1
ما احلاك	0	1
ما احلاه	0	1
ما اعظمك	0	1
ما خاب	0	1
ما شاء الله	0	1
مااجملك	0	1
مااجمله	0	1
مااحلاك	0	1
مااحلاه	0	1
مااعظمك	0	1
ماشاء الله	0	1
مباركة	1	3
مباركه	0	1
مبتسما	0.5	2
مبتكرة	0.171428571	1
مبتهجا	0	1
مبدعه	1	3
مبدئية	0	1
مبروك	0.173913043	1
مبرووك	1	3
مبسط	0.666666667	2
متاضمن مع	0	1
متبل	0.411764706	2
متجانس روحا وطبعا	0	1
متجاوب	1	3
متجددة	0.363636364	2
متحمس	0.75	3
متدين	0.8	3
متذوق	1	3
متزن	0.8	3
متصالح	0	1
متضامن	0	1
متعاطف	0.5	2
متعاون	0.197183099	1
متعتي	0	1
متعجبا	0	1
متعدد الجوانب	0	1
متعدد المواهب	0	1
متعددة الأغراض	0	1
متعه	0.138461538	1
متعهد	0	1
متفق عليه	0	1
متفهم	0.111111111	1
متفوقا	0	1
متقبل	0	1
متكافئ	0	1
متكامل	0.082352941	1
متكيفة	0	1
متلألئ	0	1
متلهف	0	1
متميزة	0.060869565	1
متوازن	0.2	1
متوافق مع	0	1
متوافقة	1	3
متوكل	1	3
متينة	1	3
مثالا يحتذى	0	1
مثالية	0.357142857	2
مثلي الاعلي	0	1
مثمرا	1	3
مثير للإعجاب	0	1
مثيرا	0.5	2
مثيرة	0.377777778	2
مجامله	1	3
مجاني	0.15	1
مجديه	0	1
مجزي	0	1
مجهود كبير	0	1
محايد	0	1
محبه	1	3
محترف	0.513513514	2
محترفين	0.454545455	2
محروس	0.666666667	2
محنكه	0	1
مخضرم	0.142857143	1
مدحي	1	3
مدخرات	0	1
مدروسا	0	1
مدعوما	0	1
مدعومة	1	3
مدمج	0.5	2
مدوخ	0	1
مدوية	1	3
مذكر	0.8	3
مراعاة	0.533333333	2
مربح	0	1
مربحة	0	1
مرتاح  البال	0	1
مرتاح الضمير	0	1
مرحبا	0.142857143	1
مرحى	0	1
مرغوب فيه جدا	0	1
مرغوبة	1	3
مرمم	0	1
مريح	0.175911252	1
مزدهر	0	1
مساعدات	0	1
مساعده	0.458333333	2
مساعي	0	1
مسالم	0	1
مسانده	0.666666667	2
مساهمة	0	1
مستجم	0	1
مستدام	0	1
مستغرق	0	1
مستقبلية	0.6	2
مستقرة	0.25	2
مستمتع	0.2	1
مستواها زين	0	1
مسحور	0	1
مسرورون	0	1
مسل	0.529411765	2
مسلي	0.264705882	2
مسليه	1	3
مسموع	0.75	3
مسؤول	0.884615385	3
مشاعر جياشه	0	1
مشاعر رقيقه	0	1
مشاعر فياضه	0	1
مشاعر مرهفه	0	1
مشاعر نبيله	0	1
مشتاق لك	0	1
مشجعي	0.666666667	2
مشجعيه	0	1
مشروعة	0.384615385	2
مصادقة	0	1
مصالح	0.52173913	2
مصداقية	0.525423729	2
مضغوط	0.25	2
مطمئن	0.166666667	1
مطهر	1	3
مطيع للقانون	0	1
مظهر جميل	0	1
مع الشكر	0	1
معاليكم	0	1
معجبه	1	3
معجبيك	0	1
معجزة	0.166666667	1
معزز مكرم	0	1
معشوق	0	1
معصوم	0	1
معك حق	0	1
معلقة	0.736842105	2
مغامره	0.166666667	1
مغري	0.272727273	2
مفاتحة	0	1
مفخره	0	1
مفعم بالحيوية	0	1
مفعما	0	1
مفعمة	1	3
مفكر	0.761904762	3
مقبول	0.363636364	2
مقبولا	0.444444444	2
مقتصد	0	1
مقتنع	0.777777778	3
مقتنعون	0	1
مقروء	1	3
مقنع	0.444444444	2
مكاسب	1	3
مكافأه	0	1
مكافئه	0	1
مكتسباتها	0	1
مكتف ذاتيا	0	1
مكرسة	0	1
مكمل	0.272727273	2
ملاءمه	0	1
ملاك	0.25	2
ملائكي	0	1
ملائكيه	0	1
ملائم	0.238095238	1
ملتزم	0.5	2
ملتزمون	1	3
ملكي	0.258064516	2
ملكيا	0	1
ملهمة	0	1
مليم	0	1
ممتازة	0.040216551	1
ممتازه	0.055009823	1
ممتعة	0.015384615	1
ممتن	0.666666667	2
ممجد	0	1
ممنهجة	0	1
مميزات	0.202898551	1
مميزة	0.068716094	1
من الطراز الأول	0	1
من حسن الحظ	0	1
من غير ريب	0	1
من نجاح الي نجاح	0	1
منافع	0	1
مناقصة	0	1
منتج	0.269005848	2
منتصرا	0	1
منحه	0.473684211	2
منخفضة التكلفة	0	1
منخفضة السعر	0	1
منخفضة المخاطر	0	1
مندمج	0	1
منزه	1	3
منسجم	1	3
منسجما مع	0	1
منصور باذن الله	0	1
منطقي	0.451219512	2
منظف	0.285714286	2
منظور شامل	0	1
منعش	0.157894737	1
منمق	0.5	2
منمنمة	0	1
منور	1	3
مهارات	0.666666667	2
مهاراتك	0	1
مهاره	0	1
مواهب	0.5	2
موحد	0.214285714	1
موده	0	1
موصى به	0	1
موضوعي	0.428571429	2
موفق	0.245901639	1
موفق بأذن الله	0	1
موفقين بأذن الله	0	1
موهبته	0.375	2
موهوب	0.409090909	2
مؤات	0	1
مؤثر	1	3
مؤدب	0.75	3
مؤسف	0	1
مؤكد	0.6	2
مؤمن	0.142857143	1
مؤنس	0	1
مؤهلا	0	1
مؤهلين	0	1
مؤيد	0	1
مؤيدة	0	1
ميزات	0.25	2
ميزة الغنية	0	1
ميزه	0.100346021	1
نابض بالحياة	0	1
نابغ	0	1
ناجحه	1	3
ناري	0.25	2
ناغم	1	3
نامي	0.5	2
نبارك	0	1
نبرع	0	1
نبسط	0.363636364	2
نبيلة	0.181818182	1
نتبنى	0	1
نتعلم	1	3
نتفق	1	3
نتقدم	0	1
نثق	1	3
نجاح باهر	0	1
نجاح ساحق	0	1
نجاحات	0.7	2
نجاحك	1	3
نجاحه	0.526315789	2
نجتهد	0	1
نجحت	0.235294118	1
نحبك	1	3
نحترم	0.666666667	2
نحتفل	0	1
نحرسك	0	1
نحفز	0	1
نحفظك	0	1
نحمي	0	1
نحميك	0	1
نحي	0.235294118	1
نحيا	0.5	2
نحيك	0	1
نحيه	1	3
نخفف	0	1
نخوه	0	1
ندافع	1	3
ندعم	0.166666667	1
ندعمه	1	3
نربح	1	3
نرتاح	0	1
نرحب	0	1
نرحم	0	1
نرحمك	0	1
نرحمه	0	1
نريح	0	1
نريحك	0	1
نزاهه	1	3
نزهه	1	3
نسامح	0	1
نستحي	0	1
نستغفر	0	1
نستفيد	0	1
نستقر	0	1
نستمتع	1	3
نسعدك	0	1
نسيم	1	3
نشاطات	0.208333333	1
نشاور	0	1
نشجع	0.5	2
نشكر	1	3
نشكرك	1	3
نشوه	1	3
نصبر	0	1
نصدق	0	1
نصرة	0.25	2
نصرتم	0	1
نصلح	0	1
نضحك	0.8	3
نطمئن	0	1
نظامي	0.666666667	2
نظمت	0.5	2
نظيفه	0.207207207	1
نعتذر	0	1
نعتز	0.333333333	2
نعتز به	0	1
نعشق	0	1
نعفو	0	1
نعمه	0.714285714	2
نفتخر	1	3
نفتقد	0	1
نفديك	1	3
نفهم	0.636363636	2
نقبل	0.714285714	2
نقدر	0.4	2
نقدرك	0	1
نكتب	0.6	2
نكسب	0	1
نكفل	0	1
نلتزم	0	1
نموذج	0.470588235	2
ننتصر	0	1
ننجح	0	1
ننصر	0	1
ننصره	0	1
ننصرهم	0	1
ننهض	0	1
نهنئ	0	1
نوافق	0	1
نوصي	0	1
نؤيد	0	1
هادف	1	3
هاديء	1	3
هادئ	0.037974684	1
هام جدا	0	1
هائل	0.352941176	2
هائلة	0.25	2
هبه	0.8	3
هجمات مضادة	0	1
هداف	0.24	1
هدوء النفس	0	1
هنأ	0	1
هنيئا لكم	0	1
هنيئالكم	0	1
هنئ	0	1
ههنيئا لك	0	1
ههنيئا لكم	0	1
ههنيئا لنا	0	1
اثبات	0.423076923	2
واثقا	0	1
واثقون	1	3
واحة	1	3
احترام	0.572413793	2
احترامهم	1	3
استقرارا	0	1
اصلاح	0.676470588	2
واعد	0.684210526	2
واعي	0.4	2
